case_number, has_facts_header
2023_SGHC_127,True
2023_SGHC_155,True
2023_SGCA_16,True
2023_SGHC_151,True
2023_SGHC_154,True
2023_SGHC_152,True
2023_SGHC_149,True
2023_SGHCF_26,True
2023_SGHCI_8,False
2023_SGHC_146,False
2023_SGHC_150,False
2023_SGHC_147,False
2023_SGHC_143,False
2023_SGHC_144,True
2023_SGHC_148,True
2023_SGHC_142,True
2023_SGCA_15,False
2023_SGHC_145,False
2023_SGHC_141,True
2023_SGHCA_19,False
2023_SGHC_138,True
2023_SGHCF_25,False
2023_SGHC_137,True
2023_SGHC_140,True
2023_SGHC_136,True
2023_SGHC_139,True
2023_SGHCF_24,False
2023_SGHC_135,False
2023_SGHC_132,True
2023_SGHC_121,True
2023_SGHC_134,True
2023_SGHC_130,True
2023_SGHC_133,False
2023_SGHCA_18,True
2023_SGHC_131,True
2023_SGHC_128,True
2023_SGHC_129,True
2023_SGHC_122,True
2023_SGHC_124,True
2023_SGHC_118,True
2023_SGHC_123,True
2023_SGHC_125,True
2023_SGHC_126,True
2023_SGHC_117,True
2023_SGHCA_17,True
2023_SGHC_120,True
2023_SGHC_119,True
2023_SGHC_115,True
2023_SGHC_116,True
2023_SGHCI_6,True
2023_SGHCR_4,True
2023_SGHC_114,True
2023_SGHCA_15,True
2023_SGHC_113,False
2023_SGHCA_16,False
2023_SGCA_14,True
2023_SGHCR_3,True
2023_SGHCA_14,True
2023_SGHC_111,False
2023_SGHC_112,False
2023_SGCA_12,False
2023_SGCA_13,True
2023_SGHC_108,True
2023_SGHCI_5,True
2023_SGHC_110,True
2023_SGHCF_23,False
2023_SGHC_107,True
2023_SGHC_109,True
2023_SGHCF_22,False
2023_SGHC_105,True
2023_SGHC_104,True
2023_SGHC_103,False
2023_SGHC_106,True
2023_SGHC_102,True
2023_SGHC_101,True
2023_SGHC_98,True
2023_SGHC_100,False
2023_SGCAI_3,True
2023_SGHC_96,False
2023_SGHC_95,True
2023_SGHC_99,True
2023_SGHC_97,True
2023_SGHCA_13,True
2023_SGHC_93,True
2023_SGHC_94,True
2023_SGHCF_21,False
2023_SGHC_92,True
2023_SGHCF_20,False
2023_SGHCR_2,True
2023_SGHC_89,True
2023_SGHC_90,True
2023_SGHC_91,True
2023_SGHC_87,True
2023_SGHC_88,True
2023_SGHC_86,True
2023_SGHC_85,False
2023_SGHCA_12,True
2023_SGHC_84,True
2023_SGHC_83,False
2023_SGHCA_11,True
2023_SGHC_82,True
2023_SGHCF_18,False
2023_SGHCF_19,False
2023_SGHC_68,False
2023_SGHC_76,True
2023_SGHC_77,True
2023_SGHC_78,True
2023_SGHC_80,True
2023_SGHC_79,True
2023_SGHC_81,True
2023_SGHC_75,True
2023_SGHC_74,True
2023_SGHC_70,True
2023_SGHC_73,True
2023_SGHC_72,True
2023_SGHC_71,True
2023_SGHCF_16,False
2023_SGHCF_17,False
2023_SGCA_11,False
2023_SGHC_67,True
2023_SGHCF_15,False
2023_SGHCA_10,True
2023_SGHC_69,True
2023_SGHC_66,True
2023_SGHCF_14,False
2023_SGHC_65,True
2023_SGHC_64,False
2023_SGHC_63,True
2023_SGHC_60,False
2023_SGHC_62,True
2023_SGHC_61,True
2023_SGHCF_13,False
2023_SGHC_58,False
2023_SGHC_56,False
2023_SGHC_57,False
2023_SGHC_59,False
2023_SGHC_55,True
2023_SGHCF_12,False
2023_SGHCF_10,True
2023_SGHCF_11,False
2023_SGHC_54,False
2023_SGHC_52,False
2023_SGHCI_4,False
2023_SGCA_10,True
2023_SGHC_53,True
2023_SGHCF_9,True
2023_SGCAI_2,True
2023_SGHC_51,True
2023_SGHCF_8,False
2023_SGHC_50,True
2023_SGHC_47,True
2023_SGCA_9,True
2023_SGHC_48,True
2023_SGHC_49,True
2023_SGHC_46,True
2023_SGHC_43,True
2023_SGHC_45,True
2023_SGHC_44,True
2023_SGHCF_7,False
2023_SGCA_8,True
2023_SGHC_42,True
2023_SGHC_41,True
2023_SGCA_7,True
2023_SGHC_23,True
2023_SGHC_40,True
2023_SGCA_6,True
2023_SGCA_5,True
2023_SGHC_37,True
2023_SGHC_38,True
2023_SGHC_35,True
2023_SGHC_39,True
2023_SGHCF_6,False
2023_SGHC_36,False
2023_SGHC_33,True
2023_SGHC_34,True
2023_SGHC_31,False
2023_SGHCF_5,False
2023_SGHC_32,True
2023_SGHC_29,True
2023_SGCAI_1,True
2023_SGHCA_9,True
2023_SGHC_30,True
2023_SGHC_24,True
2023_SGHCA_8,True
2023_SGHCI_3,False
2023_SGHCF_4,True
2023_SGHC_28,True
2023_SGHC_27,False
2023_SGHCI_2,True
2023_SGHCA_7,True
2023_SGHC_26,False
2023_SGHCA_6,True
2023_SGCA_4,True
2023_SGHC_5,False
2023_SGHCA_5,False
2023_SGHC_25,False
2023_SGHCI_1,True
2023_SGHC_21,False
2023_SGHC_22,True
2023_SGHCA_4,False
2023_SGHCR_1,True
2023_SGHCI_7,True
2023_SGHCA_3,True
2023_SGHCF_3,False
2023_SGHC_18,True
2023_SGHC_20,False
2023_SGHC_19,True
2023_SGHC_16,False
2023_SGCA_3,True
2023_SGHC_15,True
2023_SGHC_17,True
2023_SGHC_13,True
2023_SGHC_14,True
2023_SGHC_12,True
2023_SGHC_10,True
2023_SGHC_11,True
2023_SGHCF_2,False
2023_SGHCF_1,False
2023_SGHC_9,False
2023_SGHCA_2,True
2023_SGCA_2,True
2023_SGHC_7,True
2023_SGHC_8,True
2023_SGHC_3,True
2023_SGHC_4,True
2023_SGHC_6,True
2023_SGCA_1,True
2023_SGHC_2,True
2023_SGHCA_1,True
2023_SGHC_1,True
2022_SGHCF_32,False
2022_SGHC_320,True
2022_SGHCF_31,False
2022_SGHC_319,True
2022_SGHCF_30,False
2022_SGHC_317,True
2022_SGHCA_44,True
2022_SGHC_318,False
2022_SGHC_315,True
2022_SGHC_316,True
2022_SGHCI_17,True
2022_SGHCF_28,False
2022_SGHCF_29,False
2022_SGHC_314,True
2022_SGHC_313,True
2022_SGHC_312,True
2022_SGHC_311,True
2022_SGHC_308,True
2022_SGHC_309,True
2022_SGHC_310,True
2022_SGHC_307,True
2022_SGHCA_43,True
2022_SGHC_306,True
2022_SGHCA_42,True
2022_SGHC_304,True
2022_SGHC_300,True
2022_SGCA_76,True
2022_SGHC_302,True
2022_SGHCI_16,True
2022_SGHC_303,True
2022_SGHC_301,True
2022_SGHCA_41,True
2022_SGCA_75,True
2022_SGHC_298,True
2022_SGHC_296,False
2022_SGHC_299,True
2022_SGHCA_40,False
2022_SGHC_297,True
2022_SGHC_290,False
2022_SGHCA_39,True
2022_SGCAI_10,True
2022_SGHC_294,False
2022_SGHC_291,True
2022_SGHC_295,True
2022_SGCAI_9,True
2022_SGHC_293,False
2022_SGHC_292,True
2022_SGCA_74,False
2022_SGHC_289,True
2022_SGHC_288,True
2022_SGHC_287,True
2022_SGHC_286,True
2022_SGCA_73,True
2022_SGCA_72,False
2022_SGHC_285,True
2022_SGHC_282,False
2022_SGHC_283,False
2022_SGHC_284,True
2022_SGHCF_27,False
2022_SGHC_281,True
2022_SGHC_280,True
2022_SGHC_279,False
2022_SGHCI_15,False
2022_SGHC_278,True
2022_SGHC_277,True
2022_SGHC_275,True
2022_SGHC_276,True
2022_SGHC_271,True
2022_SGHC_272,True
2022_SGHC_270,True
2022_SGCA_71,True
2022_SGHC_267,True
2022_SGHC_268,True
2022_SGHC_274,True
2022_SGHC_213,True
2022_SGHC_273,False
2022_SGHCA_38,True
2022_SGHC_269,True
2022_SGHCA_37,True
2022_SGCA_70,True
2022_SGHC_265,False
2022_SGCA_69,True
2022_SGHC_266,True
2022_SGHCA_36,False
2022_SGHC_264,True
2022_SGHC_263,True
2022_SGHCF_26,False
2022_SGCA_68,True
2022_SGHC_262,False
2022_SGHC_261,True
2022_SGCA_67,True
2022_SGHC_260,True
2022_SGCA_66,True
2022_SGHC_258,True
2022_SGHC_259,False
2022_SGHC_256,True
2022_SGHC_257,True
2022_SGHCA_35,True
2022_SGHC_254,True
2022_SGHC_253,True
2022_SGHC_255,False
2022_SGHC_252,True
2022_SGHCR_10,True
2022_SGCA_65,True
2022_SGHC_250,True
2022_SGHC_247,True
2022_SGHC_251,True
2022_SGHC_249,True
2022_SGCA_64,True
2022_SGHC_236,True
2022_SGHCA_34,True
2022_SGHC_248,True
2022_SGHCA_33,True
2022_SGHC_246,True
2022_SGCA_63,True
2022_SGHC_245,False
2022_SGHC_244,True
2022_SGHC_241,True
2022_SGHC_234,True
2022_SGCA_62,False
2022_SGHC_243,True
2022_SGHCR_9,True
2022_SGHC_242,True
2022_SGHC_240,True
2022_SGHC_239,True
2022_SGHC_238,True
2022_SGHC_237,False
2022_SGHC_235,True
2022_SGHC_232,False
2022_SGHC_233,False
2022_SGHC_231,True
2022_SGCAI_7,True
2022_SGCAI_8,True
2022_SGHCA_32,True
2022_SGHC_228,True
2022_SGHC_229,True
2022_SGHC_230,True
2022_SGHC_227,True
2022_SGHC_222,True
2022_SGHC_223,True
2022_SGHC_224,True
2022_SGHC_226,True
2022_SGHC_220,False
2022_SGHC_225,True
2022_SGHC_221,True
2022_SGHC_218,True
2022_SGHC_219,True
2022_SGHC_216,True
2022_SGHC_217,False
2022_SGHCF_25,False
2022_SGCA_61,True
2022_SGHC_215,True
2022_SGCA_60,True
2022_SGHC_214,True
2022_SGHC_211,True
2022_SGHCI_14,True
2022_SGHC_209,False
2022_SGHC_210,True
2022_SGHC_209,False
2022_SGHC_188,True
2022_SGCAI_6,False
2022_SGHC_206,True
2022_SGHCI_13,True
2022_SGHC_207,True
2022_SGHCI_12,False
2022_SGHC_193,True
2022_SGHC_195,True
2022_SGHC_208,True
2022_SGHC_194,True
2022_SGCA_59,True
2022_SGHC_205,True
2022_SGHCF_24,True
2022_SGHC_204,False
2022_SGHC_199,True
2022_SGHCA_31,True
2022_SGHC_200,True
2022_SGHC_201,True
2022_SGHC_189,True
2022_SGHC_197,True
2022_SGHC_202,True
2022_SGHC_203,True
2022_SGHCA_30,True
2022_SGHC_198,True
2022_SGHCF_23,False
2022_SGHC_196,True
2022_SGHC_168,False
2022_SGHC_192,True
2022_SGHCF_22,False
2022_SGHCF_21,False
2022_SGHC_190,True
2022_SGHC_191,False
2022_SGHC_187,True
2022_SGHC_186,False
2022_SGHCA_29,True
2022_SGCA_58,True
2022_SGHC_185,True
2022_SGHC_182,True
2022_SGHC_183,True
2022_SGHC_179,False
2022_SGHCF_20,False
2022_SGHC_181,True
2022_SGHCF_19,False
2022_SGHC_180,True
2022_SGHC_173,True
2022_SGHC_178,True
2022_SGHCF_18,False
2022_SGCA_57,False
2022_SGHCF_17,False
2022_SGHC_176,True
2022_SGCA_56,True
2022_SGHCI_11,True
2022_SGHC_177,True
2022_SGHC_174,True
2022_SGCA_55,True
2022_SGHC_175,True
2022_SGHCF_16,False
2022_SGHCA_28,True
2022_SGHC_172,False
2022_SGHC_170,True
2022_SGHC_169,True
2022_SGHC_171,True
2022_SGHC_167,True
2022_SGCA_54,True
2022_SGHCI_10,True
2022_SGHC_166,False
2022_SGCA_53,False
2022_SGHC_165,False
2022_SGHC_164,True
2022_SGHCA_27,False
2022_SGCA_52,True
2022_SGHC_163,False
2022_SGHC_162,False
2022_SGHCF_15,False
2022_SGHC_161,True
2022_SGHC_157,True
2022_SGHC_159,True
2022_SGCA_51,False
2022_SGHC_160,True
2022_SGHC_158,True
2022_SGCAI_5,False
2022_SGHC_155,False
2022_SGCA_50,True
2022_SGHC_156,True
2022_SGHCR_8,True
2022_SGHC_153,True
2022_SGHC_154,False
2022_SGCA_49,False
2022_SGHC_144,True
2022_SGHC_151,False
2022_SGHC_150,True
2022_SGHC_152,True
2022_SGHC_148,True
2022_SGHC_149,True
2022_SGCA_48,False
2022_SGHC_147,True
2022_SGHC_145,True
2022_SGHCR_7,True
2022_SGHC_146,True
2022_SGHC_140,True
2022_SGHCA_26,True
2022_SGCA_47,True
2022_SGHC_143,True
2022_SGHC_142,True
2022_SGHC_141,True
2022_SGHCA_25,True
2022_SGHC_138,False
2022_SGHC_139,False
2022_SGHC_137,True
2022_SGHC_134,False
2022_SGHC_136,False
2022_SGHCF_14,False
2022_SGHC_135,False
2022_SGHC_133,True
2022_SGHC_132,True
2022_SGHCI_9,True
2022_SGHCA_24,False
2022_SGHCF_13,True
2022_SGHC_131,True
2022_SGCA_46,False
2022_SGHCI_8,True
2022_SGHC_130,False
2022_SGHC_118,True
2022_SGCA_45,True
2022_SGHC_129,True
2022_SGHCA_23,False
2022_SGHC_124,True
2022_SGCA_44,False
2022_SGHC_128,True
2022_SGHC_121,True
2022_SGHCF_12,True
2022_SGHC_126,True
2022_SGHC_127,True
2022_SGHCF_11,False
2022_SGHC_123,False
2022_SGHCF_10,False
2022_SGHC_125,False
2022_SGHCA_22,True
2022_SGHC_98,False
2022_SGHC_117,False
2022_SGHC_120,True
2022_SGHC_122,True
2022_SGHCR_6,True
2022_SGHC_119,False
2022_SGHC_115,False
2022_SGHC_116,False
2022_SGHC_114,True
2022_SGCA_43,True
2022_SGHC_113,True
2022_SGCA_42,True
2022_SGHC_112,True
2022_SGHCA_21,False
2022_SGCA_41,True
2022_SGHC_99,True
2022_SGHC_109,False
2022_SGHC_107,False
2022_SGHC_104,True
2022_SGHC_110,True
2022_SGHC_108,True
2022_SGHC_111,False
2022_SGCA_40,True
2022_SGHC_106,True
2022_SGHC_184,False
2022_SGCA_39,True
2022_SGHC_100,True
2022_SGHCA_20,True
2022_SGHC_105,True
2022_SGHC_103,True
2022_SGHC_101,True
2022_SGHC_102,True
2022_SGCA_38,False
2022_SGHC_97,True
2022_SGHC_96,False
2022_SGHC_94,True
2022_SGHC_95,False
2022_SGHCF_9,False
2022_SGHC_93,False
2022_SGCA_37,False
2022_SGHC_92,True
2022_SGHC_90,False
2022_SGHCI_7,False
2022_SGHC_91,True
2022_SGHC_62,False
2022_SGCA_36,True
2022_SGHCA_19,True
2022_SGHC_89,True
2022_SGCA_35,True
2022_SGHCA_18,True
2022_SGHCA_16,False
2022_SGHCA_17,False
2022_SGHC_88,False
2022_SGHC_85,True
2022_SGHC_86,False
2022_SGHC_87,False
2022_SGCA_34,True
2022_SGHC_84,True
2022_SGHCI_6,True
2022_SGHC_82,False
2022_SGHC_81,False
2022_SGCA_32,True
2022_SGHC_83,True
2022_SGCA_33,False
2022_SGCA_31,True
2022_SGHC_80,True
2022_SGHCR_5,True
2022_SGCAI_4,False
2022_SGHC_76,False
2022_SGHC_79,True
2022_SGHC_78,True
2022_SGHCA_15,True
2022_SGHC_77,False
2022_SGHC_74,True
2022_SGCA_28,True
2022_SGCA_29,True
2022_SGHC_73,False
2022_SGHCA_14,True
2022_SGHCR_4,True
2022_SGHC_72,True
2022_SGHC_71,False
2022_SGHC_67,True
2022_SGHC_70,True
2022_SGCA_30,False
2022_SGHC_75,True
2022_SGHC_69,False
2022_SGHC_68,True
2022_SGCA_26,True
2022_SGCA_27,True
2022_SGHC_66,True
2022_SGHC_64,True
2022_SGHC_65,True
2022_SGHCA_13,False
2022_SGHC_63,False
2022_SGHCA_12,True
2022_SGCA_25,True
2022_SGHC_58,True
2022_SGHC_60,True
2022_SGHC_61,False
2022_SGHC_59,True
2022_SGCA_24,True
2022_SGHC_57,False
2022_SGHC_56,True
2022_SGCA_22,True
2022_SGHC_52,True
2022_SGHC_55,True
2022_SGCA_23,False
2022_SGHC_53,True
2022_SGHC_50,True
2022_SGHCA_11,False
2022_SGHC_51,True
2022_SGHC_54,True
2022_SGHCF_8,False
2022_SGHCR_3,True
2022_SGCA_20,False
2022_SGCA_21,True
2022_SGHCA_10,True
2022_SGHC_49,True
2022_SGCA_18,True
2022_SGCA_17,True
2022_SGHC_48,True
2022_SGHC_46,False
2022_SGHC_47,True
2022_SGCA_19,False
2022_SGHCF_7,True
2022_SGCAI_3,True
2022_SGHC_42,False
2022_SGHC_43,True
2022_SGHC_44,True
2022_SGCA_16,True
2022_SGHCR_2,True
2022_SGHC_45,False
2022_SGHC_41,True
2022_SGHCA_9,False
2022_SGHC_40,True
2022_SGHC_39,True
2022_SGHCA_8,True
2022_SGHC_33,True
2022_SGCA_15,True
2022_SGCA_10,True
2022_SGCA_14,True
2022_SGHC_36,True
2022_SGHC_37,True
2022_SGHC_38,True
2022_SGCA_13,False
2022_SGHCI_4,False
2022_SGHCA_4,False
2022_SGHC_35,True
2022_SGHCA_6,True
2022_SGHCA_7,False
2022_SGHC_34,True
2022_SGHC_32,True
2022_SGHC_31,True
2022_SGHC_29,False
2022_SGHCI_3,True
2022_SGHCA_5,False
2022_SGHC_28,True
2022_SGHCI_2,True
2022_SGHC_27,False
2022_SGHCA_3,True
2022_SGHCA_2,True
2022_SGHC_24,False
2022_SGHC_26,False
2022_SGHCF_6,False
2022_SGHC_25,True
2022_SGHC_23,False
2022_SGHC_21,False
2022_SGHC_22,True
2022_SGHC_20,True
2022_SGCA_11,True
2022_SGHC_19,False
2022_SGHC_16,False
2022_SGHC_17,True
2022_SGHC_9,True
2022_SGCA_9,False
2022_SGCA_8,False
2022_SGHC_18,False
2022_SGHC_14,True
2022_SGHCF_3,False
2022_SGCA_7,True
2022_SGHC_12,True
2022_SGHCF_5,False
2022_SGHCA_1,True
2022_SGHCF_4,False
2022_SGCA_6,True
2022_SGCA_5,True
2022_SGHC_13,True
2022_SGCA_4,False
2022_SGHC_11,True
2022_SGHCF_2,True
2022_SGHC_10,True
2022_SGHC_7,True
2022_SGCA_2,True
2022_SGHC_8,True
2022_SGHC_15,False
2022_SGHCI_1,True
2022_SGHC_6,True
2022_SGHC_3,True
2022_SGHC_5,True
2022_SGHC_4,False
2022_SGCA_1,True
2022_SGCAI_2,True
2022_SGCAI_1,True
2022_SGHCF_1,True
2022_SGHC_2,False
2022_SGHC_1,True
2022_SGHCR_1,True
2021_SGHC_293,True
2021_SGHC_295,True
2021_SGCA_119,True
2021_SGHC_292,True
2021_SGHCI_20,True
2021_SGHC_294,True
2021_SGHCF_41,False
2021_SGHCF_42,False
2021_SGCA_118,True
2021_SGHC_287,False
2021_SGHCI_19,True
2021_SGHC_291,False
2021_SGHCI_18,False
2021_SGHCI_17,True
2021_SGHC_290,True
2021_SGHC_264,False
2021_SGHCA_25,True
2021_SGHCF_40,False
2021_SGHC_286,True
2021_SGHC_288,False
2021_SGHC_289,True
2021_SGHC_285,True
2021_SGHCA_22,False
2021_SGCA_117,True
2021_SGCA_116,True
2021_SGHC_284,True
2021_SGHCR_10,True
2021_SGHC_276,True
2021_SGHCF_39,False
2021_SGHCI_16,True
2021_SGHC_283,True
2021_SGHC_275,True
2021_SGCA_115,False
2021_SGHC_282,True
2021_SGHC_281,True
2021_SGHC_279,True
2021_SGHCA_23,True
2021_SGHCA_24,True
2021_SGHC_280,True
2021_SGHC_274,False
2021_SGHC_277,False
2021_SGHC_278,True
2021_SGHC_273,True
2021_SGCA_114,False
2021_SGHC_272,True
2021_SGCA_113,True
2021_SGHC_271,True
2021_SGHC_270,False
2021_SGHCA_21,False
2021_SGHC_269,True
2021_SGCA_111,True
2021_SGCA_112,True
2021_SGHCR_9,True
2021_SGHC_268,True
2021_SGHC_267,True
2021_SGCA_110,True
2021_SGHC_263,True
2021_SGHCA_20,False
2021_SGHCI_15,True
2021_SGHC_265,True
2021_SGHCA_19,False
2021_SGHC_266,True
2021_SGCA_109,False
2021_SGHCA_18,True
2021_SGHCA_17,False
2021_SGHC_260,False
2021_SGCA_108,False
2021_SGCA_107,True
2021_SGHC_262,True
2021_SGHCI_13,True
2021_SGHC_261,True
2021_SGHCI_14,True
2021_SGHC_259,True
2021_SGCA_106,True
2021_SGHC_257,True
2021_SGHC_258,True
2021_SGCA_105,False
2021_SGCA_104,False
2021_SGHC_255,False
2021_SGHC_256,True
2021_SGHC_227,True
2021_SGHC_254,True
2021_SGCA_103,True
2021_SGHCF_38,False
2021_SGCA_102,True
2021_SGHCF_37,False
2021_SGHC_253,False
2021_SGHC_252,True
2021_SGHC_251,True
2021_SGHC_249,True
2021_SGHC_250,False
2021_SGHCA_16,False
2021_SGCA_101,True
2021_SGHC_248,False
2021_SGHC_246,True
2021_SGCA_100,True
2021_SGHC_228,False
2021_SGHC_247,False
2021_SGHC_245,True
2021_SGCA_99,True
2021_SGHC_237,True
2021_SGHC_244,True
2021_SGHC_243,False
2021_SGHC_241,False
2021_SGHCA_15,False
